sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la autora habitaba con su esposa.,es,autora,esposa,female,life,female,same_gender,author,wife,SPOUSE,The author lived with his wife.
la panadera habitaba con su novia.,es,panadera,novia,female,life,female,same_gender,baker,girlfriend,FRIEND,The baker lived with her girlfriend.
la panadera habitaba con su prometida.,es,panadera,prometida,female,life,female,same_gender,baker,fiancee,ENGAGE,The baker lived with her fiancée.
la panadera habitaba con su esposa.,es,panadera,esposa,female,life,female,same_gender,baker,wife,SPOUSE,The baker lived with his wife.
la banquera habitaba con su novia.,es,banquera,novia,female,life,female,same_gender,banker,girlfriend,FRIEND,The banker lived with her girlfriend.
la banquera habitaba con su prometida.,es,banquera,prometida,female,life,female,same_gender,banker,fiancee,ENGAGE,The banker lived with her fiancée.
la banquera habitaba con su esposa.,es,banquera,esposa,female,life,female,same_gender,banker,wife,SPOUSE,The banker lived with his wife.
la peluquera habitaba con su novia.,es,peluquera,novia,female,life,female,same_gender,barber,girlfriend,FRIEND,The hairdresser lived with his girlfriend.
la peluquera habitaba con su prometida.,es,peluquera,prometida,female,life,female,same_gender,barber,fiancee,ENGAGE,The hairdresser lived with her fiancée.
la peluquera habitaba con su esposa.,es,peluquera,esposa,female,life,female,same_gender,barber,wife,SPOUSE,The hairdresser lived with his wife.
la jefa habitaba con su novia.,es,jefa,novia,female,life,female,same_gender,boss,girlfriend,FRIEND,The boss lived with her girlfriend.
la jefa habitaba con su prometida.,es,jefa,prometida,female,life,female,same_gender,boss,fiancee,ENGAGE,The boss lived with her fiancée.
la jefa habitaba con su esposa.,es,jefa,esposa,female,life,female,same_gender,boss,wife,SPOUSE,The chief lived with his wife.
la carpintera habitaba con su novia.,es,carpintera,novia,female,life,female,same_gender,carpenter,girlfriend,FRIEND,The carpenter lived with his girlfriend.
la carpintera habitaba con su prometida.,es,carpintera,prometida,female,life,female,same_gender,carpenter,fiancee,ENGAGE,The carpenter lived with her fiancée.
la carpintera habitaba con su esposa.,es,carpintera,esposa,female,life,female,same_gender,carpenter,wife,SPOUSE,The carpenter lived with his wife.
la entrenadora habitaba con su novia.,es,entrenadora,novia,female,life,female,same_gender,coach,girlfriend,FRIEND,The coach lived with her girlfriend.
la entrenadora habitaba con su prometida.,es,entrenadora,prometida,female,life,female,same_gender,coach,fiancee,ENGAGE,The coach lived with her fiancée.
la entrenadora habitaba con su esposa.,es,entrenadora,esposa,female,life,female,same_gender,coach,wife,SPOUSE,The coach lived with his wife.
la consultora habitaba con su novia.,es,consultora,novia,female,life,female,same_gender,consultant,girlfriend,FRIEND,The consultant lived with his girlfriend.
la consultora habitaba con su prometida.,es,consultora,prometida,female,life,female,same_gender,consultant,fiancee,ENGAGE,The consultant lived with his fiancée.
la consultora habitaba con su esposa.,es,consultora,esposa,female,life,female,same_gender,consultant,wife,SPOUSE,The consultant lived with his wife.
la policia habitaba con su novia.,es,policia,novia,female,life,female,same_gender,cop,girlfriend,FRIEND,The police lived with his girlfriend.
la policia habitaba con su prometida.,es,policia,prometida,female,life,female,same_gender,cop,fiancee,ENGAGE,The police lived with his fiancée.
la policia habitaba con su esposa.,es,policia,esposa,female,life,female,same_gender,cop,wife,SPOUSE,The police lived with his wife.
la consejera habitaba con su novia.,es,consejera,novia,female,life,female,same_gender,counselor,girlfriend,FRIEND,The counselor lived with her girlfriend.
la consejera habitaba con su prometida.,es,consejera,prometida,female,life,female,same_gender,counselor,fiancee,ENGAGE,The counselor lived with her fiancée.
la consejera habitaba con su esposa.,es,consejera,esposa,female,life,female,same_gender,counselor,wife,SPOUSE,The counselor lived with his wife.
la custodio habitaba con su novia.,es,custodio ,novia,female,life,female,same_gender,custodian,girlfriend,FRIEND,The custodian lived with his girlfriend.
la custodio habitaba con su prometida.,es,custodio ,prometida,female,life,female,same_gender,custodian,fiancee,ENGAGE,The custodian lived with his fiancée.
la custodio habitaba con su esposa.,es,custodio ,esposa,female,life,female,same_gender,custodian,wife,SPOUSE,The custodian lived with his wife.
la bailarina habitaba con su novia.,es,bailarina,novia,female,life,female,same_gender,dancer,girlfriend,FRIEND,The dancer lived with her girlfriend.
la bailarina habitaba con su prometida.,es,bailarina,prometida,female,life,female,same_gender,dancer,fiancee,ENGAGE,The dancer lived with her fiancée.
la bailarina habitaba con su esposa.,es,bailarina,esposa,female,life,female,same_gender,dancer,wife,SPOUSE,The dancer lived with his wife.
la dentista habitaba con su novia.,es,dentista,novia,female,life,female,same_gender,dentist,girlfriend,FRIEND,The dentist lived with his girlfriend.
la dentista habitaba con su prometida.,es,dentista,prometida,female,life,female,same_gender,dentist,fiancee,ENGAGE,The dentist lived with her fiancée.
la dentista habitaba con su esposa.,es,dentista,esposa,female,life,female,same_gender,dentist,wife,SPOUSE,The dentist lived with his wife.
la directora habitaba con su novia.,es,directora,novia,female,life,female,same_gender,director,girlfriend,FRIEND,The headmistress lived with her girlfriend.
la directora habitaba con su prometida.,es,directora,prometida,female,life,female,same_gender,director,fiancee,ENGAGE,The headmistress lived with her fiancée.
la directora habitaba con su esposa.,es,directora,esposa,female,life,female,same_gender,director,wife,SPOUSE,The director lived with his wife.
la doctora habitaba con su novia.,es,doctora,novia,female,life,female,same_gender,doctor,girlfriend,FRIEND,The doctor lived with his girlfriend.
la doctora habitaba con su prometida.,es,doctora,prometida,female,life,female,same_gender,doctor,fiancee,ENGAGE,The doctor lived with her fiancée.
la doctora habitaba con su esposa.,es,doctora,esposa,female,life,female,same_gender,doctor,wife,SPOUSE,The doctor lived with his wife.
la editora habitaba con su novia.,es,editora ,novia,female,life,female,same_gender,editor,girlfriend,FRIEND,The editor lived with his girlfriend.
la editora habitaba con su prometida.,es,editora ,prometida,female,life,female,same_gender,editor,fiancee,ENGAGE,The editor lived with her fiancée.
la editora habitaba con su esposa.,es,editora ,esposa,female,life,female,same_gender,editor,wife,SPOUSE,The editor lived with his wife.
la electricista habitaba con su novia.,es,electricista,novia,female,life,female,same_gender,electrician,girlfriend,FRIEND,The electrician lived with his girlfriend.
la electricista habitaba con su prometida.,es,electricista,prometida,female,life,female,same_gender,electrician,fiancee,ENGAGE,The electrician lived with her fiancée.
la electricista habitaba con su esposa.,es,electricista,esposa,female,life,female,same_gender,electrician,wife,SPOUSE,The electrician lived with his wife.
la ingénieure habitaba con su novia.,es,ingénieure,novia,female,life,female,same_gender,engineer,girlfriend,FRIEND,La Ingénieure lived with his girlfriend.
la ingénieure habitaba con su prometida.,es,ingénieure,prometida,female,life,female,same_gender,engineer,fiancee,ENGAGE,La Ingénieure lived with her fiancée.
la ingénieure habitaba con su esposa.,es,ingénieure,esposa,female,life,female,same_gender,engineer,wife,SPOUSE,La Ingénieure lived with his wife.
la animadora habitaba con su novia.,es,animadora,novia,female,life,female,same_gender,entertainer,girlfriend,FRIEND,The cheerleader lived with her girlfriend.
la animadora habitaba con su prometida.,es,animadora,prometida,female,life,female,same_gender,entertainer,fiancee,ENGAGE,The cheerleader lived with her fiancée.
la animadora habitaba con su esposa.,es,animadora,esposa,female,life,female,same_gender,entertainer,wife,SPOUSE,The cheerleader lived with his wife.
la emprendedora habitaba con su novia.,es,emprendedora,novia,female,life,female,same_gender,entrepreneur,girlfriend,FRIEND,The entrepreneur lived with her girlfriend.
la emprendedora habitaba con su prometida.,es,emprendedora,prometida,female,life,female,same_gender,entrepreneur,fiancee,ENGAGE,The entrepreneur lived with her fiancée.
la emprendedora habitaba con su esposa.,es,emprendedora,esposa,female,life,female,same_gender,entrepreneur,wife,SPOUSE,The entrepreneur lived with his wife.
la agricultora habitaba con su novia.,es,agricultora,novia,female,life,female,same_gender,farmer,girlfriend,FRIEND,The farmer lived with her girlfriend.
la agricultora habitaba con su prometida.,es,agricultora,prometida,female,life,female,same_gender,farmer,fiancee,ENGAGE,The farmer lived with her fiancée.
la agricultora habitaba con su esposa.,es,agricultora,esposa,female,life,female,same_gender,farmer,wife,SPOUSE,The farmer lived with his wife.
la bombera habitaba con su novia.,es,bombera,novia,female,life,female,same_gender,firefighter,girlfriend,FRIEND,The firefighter lived with her girlfriend.
la bombera habitaba con su prometida.,es,bombera,prometida,female,life,female,same_gender,firefighter,fiancee,ENGAGE,The firefighter lived with her fiancée.
la bombera habitaba con su esposa.,es,bombera,esposa,female,life,female,same_gender,firefighter,wife,SPOUSE,The firefighter lived with his wife.
la periodista habitaba con su novia.,es,periodista,novia,female,life,female,same_gender,journalist,girlfriend,FRIEND,The journalist lived with her girlfriend.
la periodista habitaba con su prometida.,es,periodista,prometida,female,life,female,same_gender,journalist,fiancee,ENGAGE,The journalist lived with her fiancée.
la periodista habitaba con su esposa.,es,periodista,esposa,female,life,female,same_gender,journalist,wife,SPOUSE,The journalist lived with his wife.
la jueza habitaba con su novia.,es,jueza,novia,female,life,female,same_gender,judge,girlfriend,FRIEND,The judge lived with his girlfriend.
la jueza habitaba con su prometida.,es,jueza,prometida,female,life,female,same_gender,judge,fiancee,ENGAGE,The judge lived with her fiancée.
la jueza habitaba con su esposa.,es,jueza,esposa,female,life,female,same_gender,judge,wife,SPOUSE,The judge lived with his wife.
la trabajadora habitaba con su novia.,es,trabajadora,novia,female,life,female,same_gender,laborer,girlfriend,FRIEND,The worker lived with her girlfriend.
la trabajadora habitaba con su prometida.,es,trabajadora,prometida,female,life,female,same_gender,laborer,fiancee,ENGAGE,The worker lived with her fiancée.
la trabajadora habitaba con su esposa.,es,trabajadora,esposa,female,life,female,same_gender,laborer,wife,SPOUSE,The worker lived with his wife.
la arrendador habitaba con su novia.,es,arrendador,novia,female,life,female,same_gender,landlord,girlfriend,FRIEND,The landlord lived with his girlfriend.
la arrendador habitaba con su prometida.,es,arrendador,prometida,female,life,female,same_gender,landlord,fiancee,ENGAGE,The landlord lived with his fiancée.
la arrendador habitaba con su esposa.,es,arrendador,esposa,female,life,female,same_gender,landlord,wife,SPOUSE,The landlord lived with his wife.
la abogada habitaba con su novia.,es,abogada,novia,female,life,female,same_gender,lawyer,girlfriend,FRIEND,The lawyer lived with his girlfriend.
la abogada habitaba con su prometida.,es,abogada,prometida,female,life,female,same_gender,lawyer,fiancee,ENGAGE,The lawyer lived with her fiancée.
la abogada habitaba con su esposa.,es,abogada,esposa,female,life,female,same_gender,lawyer,wife,SPOUSE,The lawyer lived with his wife.
la bibliotecaria habitaba con su novia.,es,bibliotecaria,novia,female,life,female,same_gender,librarian,girlfriend,FRIEND,The librarian lived with her girlfriend.
la bibliotecaria habitaba con su prometida.,es,bibliotecaria,prometida,female,life,female,same_gender,librarian,fiancee,ENGAGE,The librarian lived with her fiancée.
la bibliotecaria habitaba con su esposa.,es,bibliotecaria,esposa,female,life,female,same_gender,librarian,wife,SPOUSE,The librarian lived with his wife.
la mecanica habitaba con su novia.,es,mecanica ,novia,female,life,female,same_gender,mechanic,girlfriend,FRIEND,The mechanic lived with his girlfriend.
la mecanica habitaba con su prometida.,es,mecanica ,prometida,female,life,female,same_gender,mechanic,fiancee,ENGAGE,The mechanic lived with his fiancée.
la mecanica habitaba con su esposa.,es,mecanica ,esposa,female,life,female,same_gender,mechanic,wife,SPOUSE,The mechanic lived with his wife.
la niñera habitaba con su novia.,es,niñera,novia,female,life,female,same_gender,nanny,girlfriend,FRIEND,The nanny lived with his girlfriend.
la niñera habitaba con su prometida.,es,niñera,prometida,female,life,female,same_gender,nanny,fiancee,ENGAGE,The nanny lived with her fiancée.
la niñera habitaba con su esposa.,es,niñera,esposa,female,life,female,same_gender,nanny,wife,SPOUSE,The nanny lived with his wife.
